movie,scene_number,scene_name,type,character,text
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,But I don't want any of that. I'd rather--
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Rather what?!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,I'd rather...
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[music]
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Stop that! Stop that! You're not going into a song
        while I'm here. Now listen, lad. In twenty minutes, you're getting
        married to a girl whose father owns the biggest tracts of open land in
        Britain."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,B-- but I don't want land.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Listen, Alice,--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,Herbert.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"'Erbert. We live in a bloody swamp. We need all the
        land we can get."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,But-- but I don't like her.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Don't like her?! What's wrong with her?! She's
        beautiful. She's rich. She's got huge... tracts o' land!"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,"I know, but I want the-- the girl that I marry to
        have..."
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[music]
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Cut that out! Cut that out! Look, you're marrying
        Princess Lucky, so you'd better get used to the idea!"
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[smack]
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Not to leave the room even if you come and get him.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, no. Until I come and get him."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Until you come and get him, we're not to enter the
        room."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, no. No. You stay in the room and make sure he
        doesn't leave."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,And you'll come and get him.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Right.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"We don't need to do anything apart from just stop
        him entering the room."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, no. Leaving the room."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Leaving the room. Yes.
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[sniff]
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,All right?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Right.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Right.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, if-- if-- if, uhh-- if-- if-- w-- ehh-- i-- if--
        if we--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Yes? What is it?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, i-- if-- i-- oh--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Look, it's quite simple."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Uh...
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"You just stay here and make sure 'e doesn't leave the
        room. All right?"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Right.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, I remember. Uhh, can he leave the room with us?"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"N-- no, no. No. You just keep him in here and make
        sure he--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, yes. We'll keep him in here, obviously, but if
        he had to leave and we were with him--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, no, no, no. Just keep him in here--"
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Until you or anyone else--
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, not anyone else. Just me."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Just you.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Get back.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Get back.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,All right?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,Right. We'll stay here until you get back.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"And, uh, make sure he doesn't leave."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,What?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Make sure 'e doesn't leave.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,The Prince?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Yes. Make sure 'e doesn't leave.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, yes, of course."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Ah. I thought you meant him. You know, it seemed a
        bit daft me havin' to guard him when he's a guard."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Is that clear?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, quite clear. No problems."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,Right. Where are you going?
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,We're coming with you.
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"No, no. I want you to stay here and make sure 'e
        doesn't leave."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #1,"Oh, I see. Right."
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,HERBERT,But Father!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Shut your noise, you! And get that suit on!"
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[music]
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,GUARD #2,Hic!
Monty Python and The Holy Grail,13,Swamps Suck Castles,dialogue,FATHER,"Oh, go and get a glass of water."
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[clank]
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[scribble scribble scribble fold fold]
Monty Python and The Holy Grail,13,Swamps Suck Castles,direction,NULL,[twong]
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"Well taken,
        Concorde!"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"Thank you, sir! Most kind."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"And again! Over we go! Good. Steady! And now, the
        big one! Uuh! Come on, Concorde!"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,direction,NULL,[thwonk]
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"Message for you, sir."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,direction,NULL,[fwump]
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"Concorde! Concorde! Speak to me! 'To whoever finds
        this note: I have been imprisoned by my father, who wishes me to marry
        against my will. Please, please, please come and rescue me. I am in the
        Tall Tower of Swamp Castle.' At last! A call! A cry of distress! This
        could be the sign that leads us to the Holy Grail! Brave, brave
        Concorde, you shall not have died in vain!"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"Uh, I'm-- I'm not quite dead, sir."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"Well, you shall not have been mortally wounded in
        vain!"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"I-- I-- I think I c-- I could pull through, sir."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"Oh, I see."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"Actually, I think I'm all right to come with you,
        sir--"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"No, no, sweet Concorde! Stay here! I will send help
        as soon as I have accomplished a daring and heroic rescue in my own
        particular..."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,direction,NULL,[sigh]
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"Idiom, sir?"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,Idiom!
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"No, I feel fine, actually, sir."
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,LANCELOT,"Farewell, sweet Concorde!"
Monty Python and The Holy Grail,14,Concorde Takes One For the Gipper,dialogue,CONCORDE,"I'll, um-- I'll just stay here, then. Shall I, sir?
        Yeah."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[inside castle]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,PRINCESS LUCKY and GIRLS,[giggling]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[outside castle]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,GUEST,'Morning!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,SENTRY #1,'Morning.
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,SENTRY #2,Oooh.
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,SENTRY #1,[ptoo]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[drum roll]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[drum roll]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[drum roll]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[drum roll]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[drum roll]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,Ha ha! Hiyya!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,SENTRY #2,Hey!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Hiyya!, Ha!, etc."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,PRINCESS LUCKY and GIRLS,[giggling]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,Ha ha! Huy!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,GUESTS,Uuh! Aaah!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Ha ha! And take this! Aah! Hiyah! Aah! Aaah! Hyy!
        Hya! Hiyya! Ha!..."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,GUARD #1,"Now, you're not allowed to enter the room-- aaugh!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"O fair one, behold your humble servant, Sir
        Lancelot of Camelot. I have come to take y-- Oh, I'm terribly sorry."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,You got my note!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Uh, well, I-- I got, uh, a note."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,You've come to rescue me!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Uh, well, no. You see, I hadn't--"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,"I knew someone would. I knew that somewhere out
        there..."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[music]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, I--"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,...there must be... someone...
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,Stop that! Stop that! Stop it! Stop it! Who are you?
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,I'm your son!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"No, not you."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Uh, I am Sir Lancelot, sir."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,"He's come to rescue me, Father."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, let's not jump to conclusions."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,Did you kill all those guards?
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Uh... Oh, yes. Sorry."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,They cost fifty pounds each!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, I'm awfully sorry. Um, I really can explain
        everything."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,"Don't be afraid of him, Sir Lancelot. I've got a
        rope all ready."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,You killed eight wedding guests in all!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, uh, you see, the thing is, I thought your son
        was a lady."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,I can understand that.
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,"Hurry, Sir Lancelot! Hurry!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Shut up! You only killed the bride's father, that's
        all!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, I really didn't mean to..."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Didn't mean to?! You put your sword right through his
        head!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Oh, dear. Is he all right?"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"You even kicked the bride in the chest! This is going
        to cost me a fortune!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, I can explain. I was in the forest, um,
        riding north from Camelot, when I got this note, you see--"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Camelot? Are you from, uh, Camelot?"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,"Hurry, Sir Lancelot!"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Uh, I am a Knight of King Arthur, sir."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Very nice castle, Camelot. Uh, very good pig country."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,Is it?
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,Hurry! I'm ready!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Would you, uh, like to come and have a drink?"
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"Well, that-- that's, uh, awfully nice of you,..."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,I am ready!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"...um, I mean to be so understanding."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[thonk]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[woosh]
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,Oooh!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,LANCELOT,"...I'm afraid when I'm in this idiom, I sometimes
        get a bit, uh, sort of carried away."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,FATHER,"Oh, don't worry about that."
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,dialogue,HERBERT,Oooh!
Monty Python and The Holy Grail,15,Lancelot Saves a Beautiful and Melodious errr Prince?,direction,NULL,[splat]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[crying]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"Well, this is the main hall. We're going to have all
        this knocked through and made into one big, uh, living room."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST,There he is!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"Oh, bloody hell."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,direction,NULL,[exciting music]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,Ha ha ha! Hey! Ha ha!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"Hold it! Stop it! Hold it! Hold it! Hold it! Hold it!
        Hold it! Please!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,"Sorry. Sorry. You see what I mean? I just get
        carried away. I'm really most awfully sorry. Sorry! Sorry, everyone."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST #1,He's killed the best man!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[yelling]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"Hold it! Hold it! Please! Hold it! This is Sir
        Lancelot from the Court of Camelot, a very brave and influential
        knight, and my special guest here today."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,Hello.
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST,He killed my auntie!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[yelling]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"Please! Please! This is supposed to be a happy
        occasion! Let's not bicker and argue about who killed who. We are here
        today to witness the union of two young people in the joyful bond of the
        holy wedlock. Unfortunately, one of them, my son Herbert, has just
        fallen to his death."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"Oh! Oh, no!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"But I don't want to think I've not lost a son, so much
        as... gained a daughter!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,direction,NULL,[clap clap clap]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST #2,He's not quite dead!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Since the near fatal wounding of her father--
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST #2,He's getting better!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"For, since her own father, who, when he seemed about
        to recover, suddenly felt the icy hand of death upon him."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,BRIDE'S FATHER,Uugh!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST #2,"Oh, he's died!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"And I want his only daughter to look upon me as her
        old dad, in a very real and legally binding sense."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,direction,NULL,[clap clap clap]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,What?
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUEST #2,Look! The dead Prince!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,Oooh! The dead Prince!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,CONCORDE,He's not quite dead.
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,HERBERT,"No, I feel much better."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,"You fell out of the Tall Tower, you creep!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,HERBERT,"No, I was saved at the last minute."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,How?!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,HERBERT,"Well, I'll tell you."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,direction,NULL,[music]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Not like that! Not like that! No! Stop it!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"[singing] He's going to tell! He's going to
        tell!..."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Shut uuup!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] He's going to tell!...
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Shut up!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] He's going to tell!...
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Shut up!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] He's going to tell!...
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,FATHER,Not like that!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"[singing] He's going to tell! He's going to
        tell! He's going to tell! He's going to tell!..."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,CONCORDE,"Quickly, sir!"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] He's going to tell!...
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,CONCORDE,Come this way!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"[singing] He's going to tell! He's going to
        tell!..."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,No! It's not right for my idiom!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"[singing] He's going to tell about his great
        escape..."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,I must escape more... [sigh]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,"[singing] Oh, he fell a long, long way,..."
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,CONCORDE,"Dramatically, sir?"
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,Dramatically!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] But he's here with us today...
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,Heee! Hoa!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,direction,NULL,[crash]
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,GUESTS,[singing] What a wonderful escape!
Monty Python and The Holy Grail,16,You Can't Stop a... errrr Prince?... From Singing,dialogue,LANCELOT,"Excuse me. Could, uh-- could somebody give me a
        push, please?"
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[King Arthur music]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[clop clop clop]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,direction,NULL,[rewr! rewr! rewr! rewr! rewr! rewr!]
Monty Python and The Holy Grail,17,How to Find that Perfect Shrubbery,dialogue,ARTHUR,Old crone!
